HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Adult weight (g),Maximum longevity (yrs),Specimen origin,Data quality,Source
02107,Animalia,Chordata,Mammalia,Carnivora,Felidae,Caracal,caracal,Caracal,16000,20.3,captivity,acceptable,671
02108,Animalia,Chordata,Mammalia,Carnivora,Felidae,Catopuma,temminckii,Asiatic golden cat,13500,23,captivity,acceptable,671
02110,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,chaus,Jungle cat,10000,20,captivity,acceptable,671
02111,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,manul,Pallas' cat,3500,15.9,captivity,acceptable,671
02112,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,margarita,Sand cat,2750,13.9,captivity,acceptable,671
02113,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,nigripes,Black-footed cat,2125,15.6,captivity,acceptable,671
02114,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,silvestris,Wild cat,5500,19,captivity,acceptable,671
02115,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,colocolo,Colocolo,2950,19.6,captivity,acceptable,671
02116,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,geoffroyi,Geoffroy's cat,4000,23,captivity,acceptable,671
02118,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,pardalis,Ocelot,8800,28.2,captivity,acceptable,671
02119,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,tigrinus,Little spotted cat,2250,21.9,captivity,acceptable,671
02120,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,wiedii,Margay,3666.7,24,captivity,acceptable,671
02121,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leptailurus,serval,Serval,13350,22.4,captivity,high,671
02122,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,canadensis,Canada lynx,10100,26.8,captivity,acceptable,671
02123,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,lynx,Eurasian lynx,23000,26,captivity,acceptable,1306
02125,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,rufus,Bobcat,8600,32.3,captivity,acceptable,671
02126,Animalia,Chordata,Mammalia,Carnivora,Felidae,Neofelis,nebulosa,Clouded leopard,19500,19.8,captivity,acceptable,671
02127,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,leo,Lion,175000,28,captivity,acceptable,1306
02128,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,onca,Jaguar,81150,28,captivity,high,671
02129,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,pardus,Leopard,53750,27.3,captivity,high,671
02130,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,tigris,Tiger,119700,26.3,captivity,high,671
02132,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,bengalensis,Leopard cat,5000,17,captivity,acceptable,671
02133,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,planiceps,Flat-headed cat,6750,14,captivity,acceptable,671
02134,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,rubiginosus,Rusty-spotted cat,1350,17.9,captivity,acceptable,671
02135,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,viverrinus,Fishing cat,10650,17.2,captivity,acceptable,671
02136,Animalia,Chordata,Mammalia,Carnivora,Felidae,Profelis,aurata,African golden cat,10650,21,captivity,acceptable,671
02137,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,concolor,Cougar,63000,27,captivity,acceptable,1306
02138,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,yagouaroundi,Jaguarundi,7000,18.6,captivity,acceptable,671
02139,Animalia,Chordata,Mammalia,Carnivora,Felidae,Uncia,uncia,Snow leopard,50000,21.2,captivity,high,671
02140,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Atilax,paludinosus,Marsh mongoose,3300,20.8,captivity,acceptable,671
02141,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Bdeogale,nigripes,Black-footed mongoose,2000,15.8,captivity,acceptable,671
02142,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Crossarchus,obscurus,Long-nosed cusimanse,790,13.3,captivity,acceptable,671
02143,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Cynictis,penicillata,Yellow mongoose,598.5,15.2,captivity,acceptable,671
02144,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Galerella,pulverulenta,Cape gray mongoose,650,11.7,captivity,acceptable,671
02145,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Galerella,sanguinea,Slender mongoose,500,12.6,captivity,acceptable,671
02146,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Helogale,parvula,Dwarf mongoose,274.8,20,captivity,acceptable,1306
02148,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,edwardsi,Indian gray mongoose,1000,12.3,captivity,acceptable,671
02150,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,javanicus,Javan mongoose,800,16.6,captivity,acceptable,671
02152,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,smithii,Ruddy mongoose,1702.5,17.8,captivity,acceptable,671
02153,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,urva,Crab-eating mongoose,1863.2,13.3,captivity,acceptable,671
02154,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,vitticollis,Striped-necked mongoose,2250,12.8,captivity,acceptable,671
02155,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Ichneumia,albicauda,White-tailed mongoose,3500,14.8,captivity,acceptable,671
02156,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Mungos,mungo,Banded mongoose,1331.5,17.4,captivity,high,671
02157,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Suricata,suricatta,Meerkat,776,20.6,captivity,high,671
02158,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,crocuta,Spotted hyena,63000,41.1,captivity,acceptable,671
02159,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Hyaena,brunnea,Brown hyena,42250,31.9,captivity,acceptable,671
02160,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Hyaena,hyaena,Striped hyena,40000,25,captivity,acceptable,671
02161,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Proteles,cristata,Aardwolf,10000,20,captivity,acceptable,671
02162,Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Conepatus,chinga,Molina's hog-nosed skunk,3400,10,captivity,acceptable,671
02163,Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Conepatus,leuconotus,"American hog-nosed skunk, or Hog-nosed skunk",1900,10.2,captivity,acceptable,671
02165,Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,Striped skunk,3500,13.9,captivity,acceptable,671
02166,Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,putorius,Eastern spotted skunk,600,10.5,captivity,acceptable,671
02167,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Aonyx,capensis,African clawless otter,23500,14.2,captivity,acceptable,671
02168,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Aonyx,cinereus,Oriental small-clawed otter,3000,23,captivity,acceptable,671
02169,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Arctonyx,collaris,Hog badger,10500,15.8,captivity,acceptable,671
02170,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Eira,barbara,Tayra,4500,22.3,captivity,acceptable,671
02171,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Enhydra,lutris,Sea otter,25850,27,captivity,acceptable,671
02172,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Galictis,cuja,Lesser grison,1000,10.2,captivity,acceptable,671
02173,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Galictis,vittata,Greater grison,2300,12.5,captivity,acceptable,671
02174,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Gulo,gulo,Wolverine,16333.3,19.5,captivity,acceptable,671
02175,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Hydrictis,maculicollis,Spotted-necked otter,4000,22.9,captivity,acceptable,671
02177,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Ictonyx,striatus,Striped polecat,910,14,captivity,acceptable,671
02178,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lontra,canadensis,Northern river otter,9000,27,captivity,acceptable,671
02180,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,lutra,European otter,6750,18.2,captivity,acceptable,671
02182,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,americana,American marten,884,17.8,captivity,acceptable,671
02183,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,flavigula,Yellow-throated marten,2500,16,captivity,acceptable,671
02184,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,foina,Beech marten,1700,18.2,captivity,acceptable,671
02185,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,martes,European pine marten,1300,18.2,captivity,acceptable,671
02187,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,pennanti,Fisher,3175,14.3,captivity,acceptable,671
02188,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,zibellina,Sable,1066.7,18.4,captivity,acceptable,671
02189,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Meles,meles,"European badger, or Old World badger",13000,18.6,captivity,acceptable,671
02190,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mellivora,capensis,Honey badger,10000,31.3,captivity,acceptable,671
02191,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Melogale,moschata,Chinese ferret-badger,672,19,captivity,acceptable,671
02193,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,erminea,Ermine,110.3,12.5,captivity,acceptable,671
02194,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,eversmanii,Steppe polecat,1350,9.1,captivity,acceptable,671
02195,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,frenata,Long-tailed weasel,150.6,8.8,captivity,acceptable,671
02196,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,lutreola,European mink,590,8.4,captivity,acceptable,671
02197,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,nigripes,Black-footed ferret,1021,9.4,captivity,acceptable,671
02198,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,nivalis,Least weasel,46.9,9.1,captivity,acceptable,671
02199,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,putorius,European polecat,809,11.1,captivity,acceptable,671
02200,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,sibirica,Siberian weasel,565,8.8,captivity,acceptable,671
02201,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Neovison,vison,American mink,925,11.4,captivity,acceptable,671
02203,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Pteronura,brasiliensis,Giant otter,24000,17.3,captivity,acceptable,671
02204,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Taxidea,taxus,American badger,8000,25,captivity,acceptable,671
02205,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Vormela,peregusna,Marbled polecat,542.5,8.8,captivity,acceptable,671
02206,Animalia,Chordata,Mammalia,Carnivora,Nandiniidae,Nandinia,binotata,African palm civet,1900,21,captivity,acceptable,671
02208,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,australis,South American fur seal,110000,30.6,captivity,acceptable,671
02212,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,pusillus,South African fur seal,127551,32.1,captivity,acceptable,671
02215,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,Steller sea lion,415000,32.8,captivity,acceptable,671
02216,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Neophoca,cinerea,Australian sea lion,190000,24.1,captivity,acceptable,671
02217,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Otaria,flavescens,Southern sea lion,207500,29,captivity,acceptable,671
02219,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,californianus,California sea lion,180000,35.7,captivity,high,671
02222,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,grypus,Gray seal,268000,42.9,captivity,acceptable,671
02234,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,vitulina,Harbor seal,115000,47.6,captivity,acceptable,671
02236,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pusa,hispida,Ringed seal,90000,46,captivity,acceptable,671
02237,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pusa,sibirica,Baikal seal,90000,56,captivity,acceptable,671
02238,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassaricyon,alleni,Allen's olingo,1235,25.2,captivity,acceptable,671
02239,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassaricyon,gabbii,Olingo,1235,21.8,captivity,acceptable,671
02240,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassariscus,astutus,Ringtail,1015,19,captivity,acceptable,671
02241,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassariscus,sumichrasti,Cacomistle,900,24,captivity,acceptable,671
02242,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,narica,White-nosed coati,3750,26.4,captivity,acceptable,671
02243,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,nasua,South american coati,4750,23.7,captivity,high,671
02244,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Potos,flavus,Kinkajou,3000,38.4,captivity,acceptable,671
02245,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,cancrivorus,Crab-eating raccoon,6270,19,captivity,acceptable,671
02246,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Common raccoon,6000,21,captivity,acceptable,671
02247,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda,melanoleuca,Giant panda,117500,36.8,captivity,acceptable,671
02248,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Helarctos,malayanus,Sun bear,46000,35.9,captivity,acceptable,671
02249,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Melursus,ursinus,Sloth bear,100000,33.3,captivity,acceptable,671
02250,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled bear,109250,39,captivity,acceptable,671
02251,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,americanus,American black bear,154250,34,captivity,acceptable,671
02252,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,arctos,Brown bear,277500,40,captivity,acceptable,671
02253,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,maritimus,Polar bear,475000,43.8,captivity,acceptable,671
02254,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,thibetanus,Asiatic black bear,103750,39.2,captivity,acceptable,671
02255,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Arctictis,binturong,Binturong,12250,27,captivity,acceptable,671
02256,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Arctogalidia,trivirgata,Small-toothed palm civet,2250,16.1,captivity,acceptable,671
02258,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Civettictis,civetta,African civet,13666.7,28,captivity,acceptable,671
02261,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,genetta,Small-spotted genet,1866.7,22.7,captivity,acceptable,671
02262,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,maculata,Panther genet,2225,20,captivity,acceptable,671
02265,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,tigrina,Large-spotted genet,1820,21.3,captivity,acceptable,671
02266,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Hemigalus,derbyanus,Banded palm civet,2400,16,captivity,acceptable,671
02267,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Paguma,larvata,Masked palm civet,4300,27.4,captivity,acceptable,671
02268,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Paradoxurus,hermaphroditus,Asian palm civet,3100,24.5,captivity,acceptable,671
02272,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Viverra,zibetha,Large indian civet,10000,21.7,captivity,acceptable,671
02275,Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Balaena,mysticetus,Bowhead whale,100000000,211,wild,acceptable,21
02276,Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Eubalaena,australis,Southern right whale,45000000,70,wild,acceptable,434
02277,Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Eubalaena,glacialis,North atlantic right whale,23000000,67,wild,acceptable,642
02278,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,acutorostrata,Common minke whale,7500000,50,wild,acceptable,542
02279,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,borealis,Sei whale,20000000,74,wild,acceptable,1
02280,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,edeni,Bryde's whale,16000000,72,wild,acceptable,1
02281,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,musculus,Blue whale,136000000,110,wild,acceptable,1
02282,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,physalus,Fin whale,70000000,114,wild,acceptable,434
02283,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,novaeangliae,Humpback whale,30000000,95,wild,acceptable,573
02287,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Delphinus,delphis,Short-beaked saddleback dolphin,80000,25,wild,acceptable,1403
02288,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Globicephala,macrorhynchus,Short-finned pilot whale,2200000,63,wild,acceptable,1
02289,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Globicephala,melas,Long-finned pilot whale,1060000,60,captivity,acceptable,671
02290,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Grampus,griseus,Risso's dolphin,425000,42.5,captivity,acceptable,671
02292,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,acutus,Atlantic white-sided dolphin,208000,27,wild,acceptable,1
02293,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,obliquidens,Pacific white-sided dolphin,103000,46,captivity,acceptable,671
02294,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Orcaella,brevirostris,Irrawaddy dolphin,190000,30,wild,acceptable,624
02295,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Orcinus,orca,Killer whale,3987500,90,wild,acceptable,784
02296,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Peponocephala,electra,Melon-headed whale,206000,47,wild,acceptable,1
02297,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Pseudorca,crassidens,False killer whale,748000,62.5,captivity,acceptable,671
02300,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella,attenuata,Pantropical spotted dolphin,112500,46,wild,acceptable,1
02301,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella,coeruleoalba,Striped dolphin,112500,57.5,wild,acceptable,500
02302,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Steno,bredanensis,Rough-toothed dolphin,114000,32,wild,acceptable,1
02304,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops,truncatus,Bottlenosed dolphin,200000,51.6,captivity,acceptable,671
02305,Animalia,Chordata,Mammalia,Cetacea,Eschrichtiidae,Eschrichtius,robustus,Gray whale,28500000,77,wild,acceptable,573
02306,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Berardius,bairdii,Baird's beaked whale,11380000,84,wild,acceptable,
02307,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Hyperoodon,ampullatus,Northern bottlenose whale,6500000,37,wild,acceptable,1
02309,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Mesoplodon,europaeus,Gervais's beaked whale,5600000,48,wild,acceptable,443
02310,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Ziphius,cavirostris,Cuvier's beaked whale,2701000,62,wild,acceptable,443
02311,Animalia,Chordata,Mammalia,Cetacea,Iniidae,Inia,geoffrensis,"Amazon river dolphin, or Amazon dolphin",84000,31.3,captivity,acceptable,671
02312,Animalia,Chordata,Mammalia,Cetacea,Kogiidae,Kogia,breviceps,Pygmy sperm whale,424600,17,wild,acceptable,573
02314,Animalia,Chordata,Mammalia,Cetacea,Monodontidae,Delphinapterus,leucas,Beluga,1430000,40,captivity,acceptable,671
02315,Animalia,Chordata,Mammalia,Cetacea,Monodontidae,Monodon,monoceros,Narwhal,1250000,50,wild,acceptable,561
02316,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Neophocaena,phocaenoides,Finless porpoise,32500,33,captivity,acceptable,671
02317,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoena,phocoena,Harbor porpoise,52500,20.4,captivity,acceptable,671
02318,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoenoides,dalli,Dall's porpoise,120000,22,wild,acceptable,1
02319,Animalia,Chordata,Mammalia,Cetacea,Physeteridae,Physeter,macrocephalus,Sperm whale,28500000,77,wild,acceptable,1
02323,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Saccopteryx,bilineata,Greater sac-winged bat,7.9,6,wild,acceptable,424
02325,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Taphozous,hilli,Hill's tomb bat,21.99,8.8,wild,acceptable,1305
02326,Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,fulvus,Fulvus roundleaf bat,7,13,wild,acceptable,424
02327,Animalia,Chordata,Mammalia,Chiroptera,Megadermatidae,Macroderma,gigas,Australian false vampire bat,150,22.6,captivity,acceptable,671
02328,Animalia,Chordata,Mammalia,Chiroptera,Megadermatidae,Megaderma,lyra,Greater false vampire bat,38.6,14,wild,acceptable,424
02330,Animalia,Chordata,Mammalia,Chiroptera,Miniopteridae,Miniopterus,schreibersii,Schreibers's long-fingered bat,13,22,wild,acceptable,424
02331,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Molossus,molossus,Pallas's mastiff bat,14,5.6,wild,acceptable,1283
02333,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,brasiliensis,Brazilian free-tailed bat,12.5,12,captivity,acceptable,671
02334,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,teniotis,European free-tailed bat,35,13,wild,acceptable,424
02335,Animalia,Chordata,Mammalia,Chiroptera,Mystacinidae,Mystacina,tuberculata,New Zealand lesser short-tailed bat,23.5,7.6,captivity,acceptable,671
02336,Animalia,Chordata,Mammalia,Chiroptera,Noctilionidae,Noctilio,leporinus,Greater bulldog bat,50,11.8,captivity,acceptable,671
